"ID_REF"	"GSM101095"	"GSM101096"	"GSM101097"	"GSM101098"	"GSM101099"	"GSM101100"	"GSM101101"	"GSM101102"	"GSM101103"	"GSM101104"	"GSM101105"	"GSM101106"	"GSM101107"	"GSM101108"	"GSM101109"	"GSM101110"	"GSM101111"	"GSM101112"	"GSM101113"	"GSM101114"	"GSM101115"	"GSM101116"
"1007_s_at"	3884.3184	1657.2142	2237.6436	1474.7393	2231.866	2535.9995	1956.1013	2298.428	2410.5254	2495.1343	2635.774	2292.1687	1862.3304	1844.3157	2097.944	2466.5142	1992.7407	2232.8494	3326.898	2238.3694	2615.2297	2130.1326
"1053_at"	82.29417	74.9218	76.623764	54.349518	72.081345	78.71504	101.283134	110.99901	114.48204	80.8971	71.81399	94.63428	65.823784	58.283974	80.16585	89.27999	83.198265	60.594906	76.57759	76.25948	68.66434	60.52254
"117_at"	37.470535	77.16988	27.224297	29.231043	30.80294	26.526035	24.233334	24.874979	26.564205	32.034077	26.152197	27.744116	39.44494	51.29215	32.644653	43.022903	33.190834	26.173641	28.923296	26.477106	23.935286	27.868433
"121_at"	254.7697	173.0704	177.90465	135.69762	228.58446	151.09381	168.72105	170.702	149.03482	209.50308	160.58273	130.57368	229.41455	245.25555	156.44774	168.56256	135.45946	177.64897	190.69244	188.69147	171.05447	129.48018
"1255_g_at"	9.972142	9.3465185	11.320443	8.536531	10.041258	9.035363	9.28597	10.272593	10.256649	9.7761135	9.545353	9.385852	9.948459	9.965394	10.015328	11.01684	9.567991	10.641581	9.388623	8.894799	9.506586	9.235668
"1294_at"	379.98947	256.89413	257.22092	274.81375	297.94885	269.55597	205.18219	228.94138	252.25111	302.6745	261.15646	229.06454	197.59775	260.0716	183.3602	261.3776	274.58716	213.72105	316.69415	219.46126	269.56882	197.72386
"1316_at"	67.99345	44.209976	57.607693	44.812862	84.925415	50.42611	42.249077	52.156094	44.220528	45.700108	46.167225	42.673046	59.69895	64.96707	45.01219	69.95351	52.312813	52.590908	52.954704	46.96685	43.89871	48.81215
"1320_at"	35.743847	36.11797	42.168217	29.08443	35.05977	39.163918	39.355362	36.953598	35.245525	41.606323	36.156536	34.53711	33.210213	38.758583	31.868694	44.16424	31.839949	31.037973	39.52512	43.353233	50.425243	33.590454
"1405_i_at"	285.1744	423.06058	129.43097	113.18757	460.65524	123.801544	60.368977	100.79147	125.52635	120.11754	159.67053	82.84348	155.57756	1713.7075	118.035355	207.82782	608.7481	226.04065	153.71306	125.63396	328.26065	55.789753
"1431_at"	11.38259	14.504932	13.653398	16.462742	14.880367	11.132051	16.91338	11.533461	11.223901	16.199638	13.372788	14.377029	13.02307	12.879954	12.9482765	10.647834	14.471274	11.072829	13.023548	12.149163	13.010557	10.242283
"1438_at"	134.05563	67.40178	64.953384	64.12742	76.44891	88.06734	52.249752	83.778496	100.6796	75.78728	70.895744	79.383415	77.7206	83.82705	73.1572	82.12917	66.42434	78.58348	103.84105	67.54331	130.53398	69.98383
"1487_at"	220.63298	143.15886	161.60129	144.41527	190.78256	174.99907	151.65321	148.07315	166.78291	160.55103	140.29823	145.9607	178.04858	212.4144	187.67168	240.77156	124.31234	149.49745	199.46248	131.96634	143.81096	106.82869
"1494_f_at"	190.4915	109.80789	109.61631	107.43803	187.64072	108.36192	141.21722	133.41393	116.4926	207.58447	189.03387	281.4475	94.59335	104.06515	67.14083	125.48949	81.7993	147.97743	181.14381	128.39091	138.38365	557.01263
"1552256_a_at"	78.56613	87.41512	52.76815	47.23916	82.43509	53.662052	45.14412	54.59198	80.09421	71.52559	70.202354	66.27194	87.0397	108.1328	70.608	106.615974	72.49782	81.82509	78.95427	60.096954	87.29687	56.341785
"1552257_a_at"	248.9254	162.9601	191.92787	127.93477	231.09021	277.1447	155.02638	178.37456	235.60132	173.00885	144.76062	190.95776	176.69855	264.0733	179.0195	225.33221	108.85947	187.02222	160.06761	156.99738	153.88988	146.60612
"1552258_at"	20.907385	18.783115	17.996872	16.091066	20.505655	18.226318	17.303492	19.450542	19.137152	20.928442	18.679098	17.512539	17.230978	24.082935	18.587263	21.627756	19.04306	18.854967	17.83396	14.001843	18.783115	15.181738
"1552261_at"	123.15094	72.48278	150.06068	126.12935	129.6086	136.9765	174.35014	117.60153	103.85308	178.26631	136.51614	138.28543	78.16771	55.792095	106.09736	71.48464	194.79707	202.83507	147.09047	139.32841	194.20638	163.72269
"1552263_at"	54.718117	67.086555	57.923107	98.65986	64.83406	81.197	76.930885	73.07632	78.76543	58.936035	54.930286	80.40059	69.715515	72.16017	70.085495	48.85579	106.79003	58.422794	49.35087	70.1439	66.82629	78.92961
"1552264_a_at"	228.27228	216.23003	216.20363	168.07553	240.15857	181.05988	196.7164	214.08662	229.34435	319.59988	197.84619	220.78769	173.26123	134.06734	161.43732	173.77007	248.50237	202.52194	267.00412	209.3001	289.5189	254.72876
"1552266_at"	16.655895	14.963592	17.019384	15.578344	15.836749	15.724469	19.10463	19.165068	15.743033	18.249107	12.810075	13.7695465	17.551489	17.410725	17.383558	18.74079	16.50913	17.595406	10.565216	16.244255	22.307049	16.287727
"1552269_at"	142.6582	320.30487	362.43103	283.65533	181.47813	320.6163	496.8197	381.59442	364.53793	396.83044	463.3252	455.10114	237.34117	88.43741	347.53714	217.59253	268.7519	318.3542	479.29742	421.24167	483.63394	456.937
"1552271_at"	62.3383	44.606762	40.31309	32.07871	50.682297	31.267471	34.158604	37.342976	47.521996	40.73505	48.184696	46.740105	46.587864	46.866802	42.922413	57.7976	38.677948	46.67365	63.130863	37.242027	42.986523	30.83316
"1552272_a_at"	45.626118	39.95509	43.212402	47.11307	42.907516	42.726196	31.24142	43.10753	39.486378	45.912064	40.261356	39.483612	33.552284	39.684216	34.54249	50.87263	32.940716	34.970753	44.736996	37.88607	36.466866	36.761715
"1552274_at"	97.240524	93.302795	88.77575	50.37015	111.03464	62.311283	83.859276	70.08797	144.45955	130.2648	107.98652	105.48964	90.47414	71.82659	43.956657	90.18882	120.05323	115.4479	76.37484	115.66252	94.91474	164.51733
"1552275_s_at"	39.28951	67.25442	40.705364	42.01592	43.959698	48.30529	62.24316	75.94399	59.79733	62.89248	76.47429	78.667046	35.175262	46.58381	43.862164	37.58613	66.13405	61.930706	63.931282	57.269386	86.05147	75.59422
"1552276_a_at"	79.99142	40.394314	34.68969	34.271404	43.582172	40.653126	31.358208	42.790012	39.916985	46.455452	41.566257	33.1161	58.797092	79.6603	42.31665	59.11631	35.190502	42.1759	43.33404	35.225945	33.948807	31.159668
"1552277_a_at"	65.44675	131.24036	100.69574	122.13572	90.73673	100.36076	127.763954	153.02167	85.64318	96.39366	144.40927	125.298035	90.023056	62.52466	83.25168	66.43083	101.383064	95.444885	125.080864	98.459694	120.2283	108.267876
"1552278_a_at"	62.40974	26.213123	31.733206	36.305214	37.00108	37.10912	36.460545	36.117954	48.523705	37.571793	32.743523	41.86888	26.793552	33.29591	22.835033	37.511852	34.21437	34.645752	31.657297	35.774853	40.971848	26.158594
"1552279_a_at"	168.67456	120.587776	122.13787	112.594734	135.98878	137.52185	109.45815	141.02141	122.11243	122.04466	119.70374	114.60548	123.46769	123.06124	93.8908	148.02246	115.119774	122.02773	131.93004	117.725975	137.15956	86.78934
"1552280_at"	14.006942	14.316834	13.650345	13.288985	12.585526	10.665608	13.225025	13.636143	10.985722	11.922831	12.500203	11.762328	17.175745	18.11374	14.602648	15.042217	12.351415	10.839897	11.510314	13.288985	12.177743	11.174925
"1552281_at"	115.26374	86.0694	89.58046	78.27763	110.46193	92.00365	87.310524	90.67531	73.1601	94.146965	72.850975	80.56542	132.38881	188.12251	119.74941	160.18987	89.916916	82.28075	82.67868	88.97935	78.034874	84.4097
"1552283_s_at"	357.82516	591.59766	1031.1007	1104.1263	691.4598	747.22076	898.95526	1090.7567	384.8933	780.96185	1980.1202	1445.4052	203.13792	61.23287	305.11823	84.247284	619.6545	458.26346	685.58105	562.83466	725.48553	1740.2754
"1552286_at"	56.158295	60.736538	63.165974	79.656204	52.808437	64.56011	87.761696	76.973595	67.315125	56.789448	51.824333	51.193237	71.22089	61.922115	56.047302	79.04204	52.64557	67.93243	43.999405	63.356983	56.93152	48.931316
"1552287_s_at"	57.288258	106.71032	136.54915	226.02933	45.22015	120.36821	141.17561	103.6801	85.34347	114.99392	141.66884	144.71541	35.68619	16.859459	63.326176	17.392902	147.50958	112.5263	97.183136	73.81559	97.17132	123.710014
"1552288_at"	21.443878	17.36245	16.038652	14.253377	18.241503	14.681169	14.116753	17.35944	16.377579	15.975323	18.151823	16.740509	32.94016	31.801575	22.736183	27.802505	15.285368	14.794978	15.960913	17.432495	15.116545	15.543234
"1552289_a_at"	26.905859	14.333987	20.068401	17.21901	17.109697	16.60423	14.850533	15.434903	15.005981	18.206083	16.015015	13.250754	21.379965	25.91686	17.059881	26.451199	15.496097	15.234262	18.85463	15.321742	15.942357	14.29474
"1552291_at"	36.13803	81.56137	89.74224	120.59824	52.856102	97.277626	116.135086	90.37367	129.57474	87.26349	94.82413	121.537445	72.22658	43.69955	93.80935	77.043076	86.03948	105.845314	96.320145	99.22133	81.12099	116.879135
"1552293_at"	24.045345	24.991533	19.054964	25.983953	22.040764	22.782784	19.802027	28.219563	18.445232	22.876284	21.173933	20.272121	21.125484	28.552567	24.922232	20.925533	22.111254	19.763573	18.8602	20.874756	18.810516	19.526293
"1552295_a_at"	148.88289	71.54541	59.169697	67.27777	66.24894	75.21733	66.152405	80.845505	90.0824	99.635414	80.22497	74.91769	72.00378	54.090252	69.54512	104.83989	74.01826	69.5186	99.0974	74.46921	83.7182	65.21208
"1552296_at"	101.532745	230.89767	382.45624	407.74854	149.84203	445.7525	233.39162	132.82372	216.61682	474.7609	989.5357	399.67783	85.1408	32.923004	217.6416	41.44955	409.8061	338.3899	463.2609	301.47577	319.04562	378.8233
"1552299_at"	39.262253	59.308506	64.685684	113.40853	37.639668	51.143513	125.208984	76.34436	47.48245	75.31265	89.75007	104.514755	27.041136	31.775093	49.047764	25.280302	92.46782	110.025665	83.792366	80.76417	94.09957	123.46551
"1552301_a_at"	45.740276	26.568537	24.286911	25.556446	29.563032	22.915226	20.75339	24.2608	21.272644	22.949465	22.98452	20.467966	31.749733	34.429993	30.58057	29.174662	22.724348	24.34261	31.736519	19.74096	23.570232	22.069096
"1552302_at"	19.482971	26.349054	26.605442	14.044673	65.100136	24.250269	22.377235	15.877479	26.623	21.891724	19.490076	19.641169	25.808695	25.964582	26.475092	23.942095	26.868525	23.180004	18.62214	21.929733	16.470213	16.023905
"1552303_a_at"	35.156338	34.69389	32.087612	28.845911	37.339752	31.368004	35.494118	27.96751	39.83395	37.89987	33.62223	29.727135	30.974215	24.601242	26.387026	36.48524	37.15486	28.791899	34.082214	27.356907	28.004416	26.900253
"1552304_at"	15.611897	21.356977	21.037676	20.376526	19.231699	21.74555	34.664986	28.49663	30.9597	26.027727	31.054932	25.545792	16.275862	13.085763	19.85019	14.421068	25.956474	18.946802	19.473167	24.011145	22.276873	25.014084
"1552306_at"	14.644522	36.876728	32.91787	48.449673	24.982864	19.476883	45.85314	35.202118	36.27249	22.427366	25.66399	41.523746	18.429232	13.141299	25.799738	16.33755	33.349106	30.111889	30.253292	51.45331	41.40932	43.0567
"1552307_a_at"	105.244606	95.12742	125.42865	137.75597	133.16293	105.573875	141.2418	150.57712	112.88821	118.48439	111.1117	119.74525	68.29411	70.338936	103.27614	91.38622	125.241585	92.95371	110.239716	120.00321	110.60001	102.5617
"1552309_a_at"	11.37864	10.957727	10.523125	10.321282	12.559349	20.284092	8.565615	9.351139	13.095079	10.417919	9.190897	9.531363	10.761733	10.418461	8.736762	8.9559765	13.210119	11.9983835	8.686568	12.090767	9.573801	17.00786
"1552310_at"	71.12328	188.04082	219.22615	330.15854	153.6844	129.13255	282.25095	235.07434	193.44933	236.87625	200.60155	242.87874	110.11158	42.493275	144.30156	67.83697	221.40538	200.35098	174.98045	173.97519	204.71613	249.70848
"1552311_a_at"	126.04397	86.26675	74.35297	81.68888	143.33577	95.00199	82.32643	88.20754	83.77051	91.85044	84.33358	73.76949	141.32028	129.05418	97.6701	142.22562	84.18733	83.47739	85.655106	74.82415	55.733013	64.906075
"1552312_a_at"	31.302223	56.84461	58.750206	39.894825	28.375727	28.332428	58.70534	72.222786	47.336002	71.131935	34.474224	42.982056	23.828514	22.800179	21.948774	18.927744	61.671173	59.200516	33.734444	60.9646	119.895	87.478836
"1552314_a_at"	20.87838	17.131985	16.427393	16.267385	18.408775	15.588614	17.799946	17.329336	15.852147	17.139118	20.289726	17.877958	17.156977	15.871415	17.394415	16.847761	15.499597	20.262983	20.180164	18.18461	17.807362	17.01347
"1552315_at"	48.0261	42.87328	29.704947	20.808922	41.71078	33.121864	27.610163	31.73101	31.271795	28.783895	32.10321	32.438663	38.690693	87.70685	37.854523	44.609867	35.914204	27.044882	28.289188	30.73805	27.485386	26.040836
"1552316_a_at"	17.889755	40.55307	14.649606	20.32638	26.937157	18.481764	17.039474	20.495693	21.77615	15.869213	15.332127	16.380707	20.241192	57.077923	18.840578	16.063725	42.33209	19.141134	16.159912	26.191307	18.18083	14.080789
"1552318_at"	14.1941395	24.428936	11.53131	10.833692	12.267895	13.006072	9.377142	10.476845	10.558983	11.061667	9.067799	10.029936	15.039614	15.022398	13.428781	14.088368	18.422203	11.749475	9.902985	11.861746	10.170505	10.259852
"1552319_a_at"	20.478642	12.880292	12.093927	11.531514	12.820971	11.370949	12.566331	11.880493	12.722125	12.431845	10.795969	11.827829	20.467972	19.638105	16.759407	24.967705	12.204827	12.382326	12.950221	11.152067	11.063781	10.433122
"1552320_a_at"	224.62558	232.63152	265.8251	172.29277	206.01001	111.62783	294.3979	312.90442	135.23569	205.2962	160.82219	224.18942	235.00116	199.63614	250.57695	333.09964	239.10652	295.9399	180.61432	256.01868	318.40958	186.34514
"1552321_a_at"	811.50977	970.69073	1002.7261	996.9829	810.87695	429.50955	1330.1583	1371.9371	470.74112	880.0005	827.5524	1007.8033	973.6938	623.04034	1036.6093	1303.9891	983.30536	1172.2518	853.32196	961.5371	1308.8407	1086.2422
"1552322_at"	9.832089	8.698941	9.199195	14.086168	8.689281	8.366113	12.454519	10.907265	9.122885	13.385969	11.812034	11.549337	9.74444	8.705888	9.299032	9.400603	10.30804	9.982701	10.672835	9.546926	8.874598	11.483783
"1552323_s_at"	16.359116	21.661562	45.39234	102.38027	19.932346	24.957718	42.950718	32.354904	31.452492	46.11649	37.741695	55.510994	22.287699	14.476237	15.282184	13.949936	40.30889	26.469128	26.938082	27.742722	29.773077	32.994495
"1552325_at"	74.57008	180.85881	236.54768	228.82361	102.5883	196.7027	336.2123	259.02606	247.89075	164.5287	303.3653	336.95428	221.23653	120.265915	463.6629	367.03894	194.66513	173.30931	301.36612	277.68405	247.64996	194.80032
"1552326_a_at"	1164.8489	2012.5114	2365.8176	2962.2908	1169.2842	2058.2493	2602.0322	2222.9993	2017.9675	1875.0745	2520.608	2701.7944	2088.6194	1177.4282	3159.8354	2393.0706	2040.221	2290.9875	2642.0732	3029.25	2853.65	2431.0781
"1552327_at"	10.546527	16.505116	20.731789	22.243637	11.578629	15.878027	15.931019	17.436726	11.632205	41.68328	29.425838	19.313976	10.317702	11.245152	13.211949	12.074416	19.701933	16.109505	12.456244	18.790287	20.650639	28.392462
"1552329_at"	93.674355	116.708885	148.79779	224.4074	140.01921	126.57664	221.09079	214.06079	147.90181	160.44872	157.74306	158.24751	65.66177	37.530754	70.02957	59.0456	157.25107	138.28055	97.39765	138.1127	167.94727	133.52638
"1552330_at"	96.98935	88.35614	96.15311	51.73352	86.79985	147.41754	132.30374	154.10098	172.4663	84.798676	103.22769	128.53781	99.659645	65.81462	105.73706	158.29959	69.22961	92.145805	108.42772	88.13716	81.55989	87.47429
"1552332_at"	146.06026	98.551994	96.46567	76.45573	103.3281	89.72359	79.84025	103.02195	82.329254	133.93008	102.24538	87.947655	132.95743	124.95067	93.60443	147.4046	96.88165	93.29794	125.0873	85.94395	82.24788	69.17444
"1552334_at"	76.84282	69.97856	83.41946	65.544464	59.246742	93.549194	101.82569	66.900536	47.29494	94.82082	82.843796	95.13232	30.373772	23.643147	51.608	22.245186	71.342094	61.72469	98.93758	42.35046	63.679913	60.28495
"1552335_at"	33.87759	31.09537	29.813416	26.589735	43.825623	27.808287	26.78797	30.573135	26.208572	26.70073	25.081028	23.116514	35.912956	55.756218	32.866505	35.033924	30.405928	28.503044	26.844757	33.319016	27.817928	33.625717
"1552337_s_at"	22.553043	16.138597	15.553483	14.188712	18.35263	15.708641	17.895958	20.471504	15.556717	19.233032	19.60847	14.6034	20.575514	35.188675	21.216589	32.38973	14.771624	21.065437	23.541601	16.791716	16.840155	14.579597
"1552338_at"	25.035814	16.90223	16.894606	12.455163	15.013533	17.204082	14.36512	15.886293	16.66399	16.560781	14.299955	14.421068	20.363098	23.215424	16.265694	37.341675	15.514396	15.995294	16.54584	14.716364	13.415736	13.711366
"1552340_at"	17.64065	16.073763	15.010405	12.809626	18.856272	15.441072	14.661811	15.207582	14.961513	15.715197	16.724249	14.2271805	18.230112	21.421564	17.14448	15.882438	16.010284	16.073763	16.37957	13.712791	15.022394	13.887138
"1552343_s_at"	50.036446	49.474342	43.959698	65.265274	62.546337	85.30945	97.851524	63.127552	61.76968	64.41906	50.597904	62.715908	40.88659	36.28319	59.340412	31.69357	103.58122	75.807045	64.44699	44.396694	52.096615	65.96668
"1552344_s_at"	13.51387	42.234512	33.23587	19.184704	18.264307	16.983969	34.16334	31.76074	33.40124	28.95476	24.398018	26.453974	21.979649	17.455801	20.479687	12.399958	34.650566	33.56626	21.297394	35.230244	38.467754	36.51247
"1552347_at"	373.82724	272.05072	396.13547	349.61832	408.22284	560.64087	328.87766	292.17358	325.4484	301.00003	363.50186	364.82886	372.54495	126.56119	414.61304	317.04196	393.13556	333.50443	366.52338	301.63797	236.87625	373.34735
"1552348_at"	50.84439	41.468273	39.901066	30.919416	52.439484	35.92168	29.25781	32.790154	28.926628	31.571709	31.76627	31.736511	60.082314	71.06159	38.835987	39.511044	29.172123	33.718063	30.96937	38.85286	32.23945	33.298218
"1552349_a_at"	18.861519	18.55568	15.696653	15.356096	18.145529	13.162064	16.260622	15.307144	12.913193	15.887952	17.341974	13.859688	25.157759	19.935816	21.511728	30.312698	16.00418	12.532354	20.172468	16.05815	15.387035	14.518498
"1552354_at"	30.208721	20.207502	18.963587	19.615625	20.815788	15.654496	15.108416	17.5588	16.911331	19.854326	16.685982	14.899328	26.785198	49.455486	20.686512	31.272362	16.53207	20.795937	20.320032	18.836649	14.501133	17.682953
"1552355_s_at"	54.91693	39.709713	40.97541	28.209284	49.21147	32.71058	34.69389	39.4624	36.134266	41.25152	40.5193	33.79187	41.030193	72.12388	39.24182	46.36284	38.449745	40.21458	39.619534	36.345573	36.57843	30.980669
"1552359_at"	10.320923	13.515749	17.98937	16.021961	10.752023	17.773396	23.249285	18.889019	17.612812	18.046904	16.808039	20.939697	13.3049	11.888122	13.827494	12.063522	17.573433	18.364746	18.142994	21.718395	23.703941	15.342768
"1552360_a_at"	40.546032	53.15968	51.831497	66.23511	59.404255	47.612816	64.91963	62.607178	66.78223	46.468357	57.72541	64.05789	38.978477	47.280174	41.612465	23.046026	58.252716	47.091835	47.240803	41.52013	45.54225	54.35373
"1552362_a_at"	37.787586	57.463577	72.42992	83.18811	45.30892	64.63632	89.6084	62.35132	51.703926	59.04864	68.781784	61.859844	42.684696	36.439056	45.65305	46.51032	91.30059	61.61127	57.57729	62.607178	62.75291	86.668915
"1552364_s_at"	52.610874	48.097797	42.406345	39.188053	44.514744	53.97494	57.076942	60.71123	63.567326	53.097904	57.10068	66.53237	37.817093	49.861366	41.114304	62.26801	66.70807	81.035164	74.191895	90.48665	90.2154	77.68077
"1552365_at"	71.81159	116.82236	325.33545	362.43085	101.62623	211.6118	196.0175	205.20352	226.35118	322.5135	284.06912	333.458	229.89026	107.98265	283.55676	104.57457	421.07397	299.97784	283.24216	289.23242	314.01932	277.42862
"1552367_a_at"	66.810005	69.25127	173.74289	62.848797	70.209656	114.32335	54.024586	87.33018	67.49055	129.86743	93.59461	93.78654	80.08443	63.988953	82.79064	72.934395	181.97649	172.17607	131.9941	101.12302	115.29562	124.69937
"1552368_at"	11.90092	12.109251	11.869978	14.156747	11.42613	12.527348	11.072423	13.412475	10.710682	10.593117	9.596423	11.509716	11.509716	13.870273	11.365615	11.761714	10.839709	12.407919	12.905123	11.924487	9.980276	11.699826
"1552370_at"	56.411247	164.80305	279.17233	255.49915	144.65015	144.71043	238.51393	180.70512	232.04668	309.56644	509.46237	393.46356	186.47786	80.926926	310.86386	123.98296	262.21924	395.27032	397.67148	312.0962	263.96338	396.09448
"1552372_at"	7.5952787	7.8646173	7.828125	8.130234	8.279739	7.4861426	7.928476	7.1447034	7.597916	7.7532263	7.5004473	7.860797	7.708415	7.5574126	7.1859856	7.5947537	7.26826	8.073152	8.220749	8.936727	7.3092427	10.360045
"1552373_s_at"	8.165016	9.465099	9.41726	9.833112	8.533567	9.109911	10.47757	8.247902	8.92309	7.745963	9.321651	10.350701	9.627783	9.09601	8.8086195	8.453972	10.154282	10.439456	9.347245	9.64049	9.280005	10.427869
"1552375_at"	13.74019	16.503693	15.3489	26.087431	15.937105	16.486227	23.106508	19.351557	16.173372	16.508272	16.7054	18.45388	15.393977	19.912292	18.232328	18.672619	20.399172	15.833181	16.13665	20.087921	22.964188	17.696154
"1552377_s_at"	113.33955	66.23397	80.51504	71.63608	87.097084	76.73751	66.550804	63.81819	67.73108	83.96699	92.9698	73.7925	100.73421	124.07333	75.9967	115.47989	80.96062	85.0478	89.12763	78.6534	81.267494	60.643814
"1552378_s_at"	227.48146	239.80475	299.61905	234.28453	161.09036	164.84023	344.7144	219.05133	251.53093	267.12	127.16891	164.81743	146.89912	107.83107	244.22287	289.544	341.25018	545.96045	128.23936	160.59904	531.10187	230.36957
"1552379_at"	7.360669	6.9635344	7.4952416	8.515519	7.9814878	7.236042	7.2450895	6.5420284	7.2002163	7.1085896	7.609529	7.677442	8.162751	8.486898	8.2642355	7.714571	7.3570943	7.7524185	8.187153	7.125386	7.0643177	7.8270392
"1552381_at"	11.895553	9.784769	10.875507	14.27665	10.57622	10.19383	11.120177	11.6435175	9.828337	9.689131	11.798101	10.783045	10.838579	13.474533	11.17473	12.69896	10.068649	9.286774	12.996822	10.9360695	10.439093	10.692483
"1552383_at"	122.88627	77.18898	96.266655	84.358475	111.43616	69.738525	73.28971	76.84151	69.198456	68.61966	77.60676	66.118034	136.03127	259.29608	102.95762	173.75813	75.408165	79.930374	75.5352	71.27528	71.45363	56.511215
"1552384_a_at"	36.31027	22.650324	31.836905	26.86433	32.656128	26.023676	21.677355	26.86153	19.706724	24.28269	22.625961	22.432047	30.22707	52.00809	37.601788	36.393543	21.59475	22.955019	25.279423	26.6646	23.739357	22.317108
"1552386_at"	9.257812	33.03804	10.926208	10.54616	11.048236	11.384566	10.059917	9.52574	10.479023	10.618889	9.411377	9.139681	19.615957	17.193342	17.7026	9.569484	22.274546	11.569396	10.090691	14.366613	9.707307	10.223238
"1552388_at"	62.755096	38.208275	40.27115	40.600956	40.057854	44.74167	42.14297	43.660152	42.63734	35.5434	39.363205	39.401497	52.49411	82.96611	49.768845	57.38778	53.41862	48.318672	58.285114	43.251408	37.084663	36.768093
"1552389_at"	122.78599	150.11522	219.17273	325.30722	223.31549	266.91602	314.52133	335.69342	340.85922	242.10864	358.30988	315.4778	184.25172	123.664894	284.4047	298.83484	231.8131	239.45532	546.42456	283.2962	248.02837	239.30556
"1552390_a_at"	192.9767	249.34047	507.7676	596.3289	452.78546	471.01056	524.2977	631.1037	565.1542	341.34506	488.23874	451.1067	433.47107	196.22539	499.0668	500.8887	430.0988	493.86273	706.0962	592.9646	394.54404	421.67355
"1552391_at"	21.657803	17.304098	17.271696	16.163836	18.159386	17.722271	14.954768	15.91665	15.2324095	15.82906	16.308098	16.395494	19.38113	34.298786	28.12277	27.189833	13.291986	16.682507	19.233702	15.981975	15.320427	16.88992
"1552393_at"	7.714571	8.738583	7.8183517	8.664889	9.040929	8.643861	9.1995125	8.852142	8.525573	7.8270392	7.6913114	8.356243	7.676377	7.7707367	8.328737	8.4220495	8.312853	8.7191925	9.926727	7.7974834	8.378315	8.066148
"1552394_a_at"	9.442463	9.754592	10.881929	9.870387	9.127319	9.413666	10.038641	9.257489	9.183244	8.989925	10.350703	9.789868	9.435252	9.290321	9.685432	9.966777	8.563536	9.949495	9.649862	8.895262	8.946349	8.317183
"1552395_at"	123.82167	93.95596	99.25227	86.74714	105.299416	78.31019	85.32572	89.99962	75.859665	101.68968	86.83148	83.300804	140.77202	137.15956	90.9022	127.91031	98.92215	102.149574	109.73963	81.053406	81.27877	77.16621
"1552396_at"	204.15921	155.31169	178.12093	163.89594	211.40627	209.69629	289.49374	281.28275	206.08861	266.08798	212.9971	122.75836	80.05244	58.422794	181.73038	112.55168	245.58708	202.73277	240.01683	130.05682	324.3432	198.2585
"1552398_a_at"	13.172574	49.68256	16.892262	13.604702	22.640104	11.642102	17.282488	24.778189	18.99191	13.99917	12.726317	14.528589	92.03875	25.193592	51.311523	14.796515	105.182495	25.45817	21.195253	41.399963	14.339716	26.349972
"1552399_a_at"	29.296425	18.911987	16.90399	21.395557	22.428923	20.136784	17.980639	16.505112	25.467884	26.97364	28.808386	23.459232	20.876205	18.631826	15.3800955	25.334757	20.509214	16.940407	28.074978	20.98226	29.015108	19.35827
"1552400_a_at"	15.977536	14.683203	14.168541	15.679781	17.591133	12.6554	13.737566	15.034917	13.472198	14.660797	12.694995	15.493685	15.213391	18.890343	18.808561	17.146261	14.069554	14.222741	14.197098	13.816941	11.47462	11.215531
"1552401_a_at"	13.340049	12.280671	11.269378	13.721359	17.105839	11.438829	12.76037	14.882277	14.707174	11.424939	11.25921	13.461907	14.018856	20.554813	14.591748	24.465424	12.7745495	14.77881	14.630799	13.074184	12.636086	12.027572
"1552402_at"	19.695093	15.18121	13.12192	13.695667	13.579698	13.263868	15.241924	12.308407	15.385436	12.09329	11.297964	12.089511	14.83174	14.720446	12.726312	19.233025	11.590696	13.162973	10.712169	11.720959	11.340791	10.705107
"1552405_at"	21.407442	18.003744	20.942976	16.055922	19.9545	22.892172	17.689093	18.452282	16.544697	16.570557	19.416817	17.725357	25.237347	34.526917	20.373344	27.848852	19.636396	21.975834	15.711375	18.47535	14.890542	17.956318
"1552408_at"	12.07106	9.600416	9.861823	8.456024	11.546524	10.91976	10.206573	9.390817	10.107514	10.36076	11.008044	9.190893	9.749514	13.375278	9.854979	11.6982	10.456131	11.106291	11.373508	10.498316	9.054115	10.746057
"1552409_a_at"	36.04845	26.219498	33.88465	26.436975	35.990948	23.479998	28.440796	33.33869	26.68312	31.162909	27.751387	25.413572	40.01061	49.689453	37.576344	37.50013	27.399662	28.106663	30.117102	28.412182	28.885986	27.750427
"1552410_at"	26.74061	13.884248	17.955072	15.867563	17.421608	13.91802	16.236929	17.807362	17.904041	17.956324	17.881687	14.691361	20.289726	24.900623	17.933895	26.675722	18.127903	17.274094	20.138186	16.860636	22.531921	13.57358
"1552411_at"	38.807026	28.275446	45.41284	29.789627	39.181934	32.745804	36.737476	45.449085	31.895527	40.890877	29.961746	36.85753	37.573082	43.02682	36.88313	29.643167	40.318703	43.766354	26.927807	42.175175	39.420647	28.890505
"1552412_a_at"	12.36922	13.207364	13.78724	10.696938	14.653672	13.23398	12.65496	11.9311075	10.982857	13.600926	12.222837	12.411795	14.069554	13.900634	12.159369	14.311875	11.777238	11.083957	11.576221	11.577025	12.435942	12.541707
